customer_id,customer_name,total_sales,sales_rank
BT-11680,Brian Thompson,3196.7520000000004,255
DG-13300,Deirdre Greer,3195.818,256
JL-15505,Jeremy Lonsdale,3173.874,257
GM-14680,Greg Matthias,3163.628,258
JM-15250,Janet Martin,3159.1220000000003,259
CK-12205,Chloris Kastensmidt,3154.855,260
KB-16240,Karen Bern,3152.615,261
MS-17770,Maxwell Schwartz,3144.6779999999994,262
RD-19900,Ruben Dartt,3133.9239999999995,263
TN-21040,Tanja Norvell,3130.221,264
SN-20710,Steve Nguyen,3127.9592000000007,265
SG-20605,Speros Goranitis,3124.832000000001,266
KH-16360,Katherine Hughes,3100.6119999999996,267
PG-18820,Patrick Gardner,3086.907,268
EH-14125,Eugene Hildebrand,3082.6530000000002,269
GM-14455,Gary Mitchum,3078.6240000000003,270
EB-14110,Eugene Barchas,3071.1259999999997,271
MG-18145,Mike Gockenbach,3061.543,272
TG-21310,Toby Gnade,3058.3720000000003,273
KT-16465,Kean Takahito,3057.1,274
SS-20410,Shahid Shariari,3056.807,275
SL-20155,Sara Luxemburg,3053.012000000001,276
AS-10045,Aaron Smayling,3050.6920000000005,277
CA-12775,Cynthia Arntzen,3041.5659999999993,278
CS-11950,Carlos Soltero,3036.5469999999996,279
LS-16975,Lindsay Shagiari,2988.674,280
MH-18025,Michelle Huthwaite,2984.9480000000003,281
FA-14230,Frank Atkinson,2984.053999999999,282
DB-13120,David Bremer,2973.094,283
NS-18640,Noel Staavos,2964.8229999999994,284
TM-21010,Tamara Manning,2955.2259999999997,285
CK-12325,Christine Kargatis,2945.321,286
TH-21115,Thea Hudgings,2942.772,287
LT-17110,Liz Thompson,2936.2519999999995,288
BC-11125,Becky Castell,2933.6759999999995,289
JK-16120,Julie Kriz,2932.4840000000004,290
SW-20455,Shaun Weien,2921.544,291
ML-17410,Maris LaWare,2921.499999999999,292
RD-19585,Rob Dowd,2912.8940000000002,293
CY-12745,Craig Yedwab,2900.026,294
ND-18460,Neil Ducich,2893.455,295
MT-17815,Meg Tillman,2890.139,296
BF-11020,Barry Französisch,2888.506,297
DS-13180,David Smith,2881.8128,298
PV-18985,Paul Van Hugh,2876.0460000000003,299
IM-15055,Ionia McGrath,2872.63,300
CC-12430,Chuck Clark,2870.0500000000006,301
CC-12685,Craig Carroll,2854.1150000000007,302
AW-10930,Arthur Wiediger,2852.9680000000003,303
EA-14035,Erin Ashbrook,2846.7050000000004,304
LS-16945,Linda Southworth,2845.27,305
DB-12970,Darren Budd,2839.2272000000003,306
JM-16195,Justin MacKendrick,2833.9260000000004,307
CV-12295,Christina VanderZanden,2830.6279999999997,308
TS-21610,Troy Staebel,2820.4240000000004,309
GH-14410,Gary Hansen,2819.4670000000006,310
BG-11035,Barry Gonzalez,2798.948,311
TB-21625,Trudy Brown,2797.668,312
RD-19660,Robert Dilbeck,2786.6319999999996,313
JC-15775,John Castell,2772.0550000000007,314
PF-19165,Philip Fox,2770.0,315
EB-13870,Emily Burns,2767.219,316
CS-12250,Chris Selesnick,2754.216,317
MM-18055,Michelle Moray,2749.881,318
KB-16585,Ken Black,2744.742,319
LL-16840,Lauren Leatherbury,2741.204,320
MC-17275,Marc Crier,2725.982,321
JL-15850,John Lucas,2725.2560000000003,322
ML-17395,Marina Lichtenstein,2722.843,323
JK-15370,Jay Kimmel,2709.632,324
JE-16165,Justin Ellison,2697.248,325
BT-11530,Bradley Talbott,2684.492,326
BO-11350,Bill Overfelt,2682.728,327
FO-14305,Frank Olsen,2678.438,328
NH-18610,Nicole Hansen,2673.2899999999995,329
RB-19435,Richard Bierner,2663.0860000000002,330
EJ-14155,Eva Jacobs,2656.691,331
DK-13090,Dave Kipp,2650.557,332
CA-12265,Christina Anderson,2648.2871999999998,333
LC-17140,Logan Currie,2633.5820000000003,334
RA-19285,Ralph Arnett,2617.9060000000004,335
KN-16390,Katherine Nockton,2617.2720000000004,336
SO-20335,Sean O'Donnell,2602.575500000001,337
SU-20665,Stephanie Ulpright,2595.3640000000005,338
HA-14920,Helen Andreada,2584.1580000000004,339
AG-10270,Alejandro Grove,2582.8979999999997,340
LC-16870,Lena Cacioppo,2580.7039999999997,341
SC-20695,Steve Chapman,2576.408,342
NS-18505,Neola Schneider,2575.863,343
BT-11305,Beth Thompson,2567.656,344
EM-13810,Eleni McCrary,2567.01,345
MZ-17515,Mary Zewe,2564.906,346
BS-11755,Bruce Stewart,2562.3820000000005,347
DE-13255,Deanra Eno,2550.874,348
CC-12610,Corey Catlett,2540.631,349
AC-10615,Ann Chong,2537.686,350
CM-12160,Charles McCrossin,2533.314,351
HF-14995,Herbert Flentye,2533.164,352
FM-14380,Fred McMath,2523.2659999999996,353
JB-16045,Julia Barnett,2518.115,354
JS-16030,Joy Smith,2516.4939999999997,355
DJ-13510,Don Jones,2501.688,356
AH-10465,Amy Hunt,2495.3916000000004,357
PO-18865,Patrick O'Donnell,2493.2140000000004,358
NZ-18565,Nick Zandusky,2488.31,359
MN-17935,Michael Nguyen,2477.946,360
BP-11290,Beth Paige,2475.1570000000006,361
CC-12145,Charles Crestani,2471.6500000000005,362
NC-18340,Nat Carroll,2461.404000000001,363
FM-14215,Filia McAdams,2456.6380000000004,364
MH-17455,Mark Hamilton,2456.182,365
BS-11590,Brendan Sweed,2454.9280000000003,366
VM-21685,Valerie Mitchum,2454.866,367
GZ-14545,George Zrebassa,2454.6220000000003,368
MA-17995,Michelle Arnett,2453.284,369
BP-11095,Bart Pistole,2442.044,370
MC-17590,Matt Collister,2426.0669999999996,371
TH-21100,Thea Hendricks,2422.824,372
MH-17290,Marc Harrigan,2394.0249999999996,373
DF-13135,David Flashing,2390.534,374
XP-21865,Xylona Preis,2374.6580000000004,375
CK-12595,Clytie Kelty,2372.7500000000005,376
JF-15415,Jennifer Ferguson,2371.448,377
CV-12805,Cynthia Voltz,2370.3136,378
NR-18550,Nick Radford,2367.277,379
JG-15115,Jack Garza,2358.676,380
AG-10495,Andrew Gjertsen,2356.855,381
CL-12700,Craig Leslie,2353.586,382
MG-17680,Maureen Gastineau,2350.188,383
RF-19735,Roland Fjeld,2341.2960000000003,384
EM-13825,Elizabeth Moffitt,2339.598,385
DB-13210,Dean Braden,2332.577,386
CM-12235,Chris McAfee,2305.712,387
MK-17905,Michael Kennedy,2302.3680000000004,388
LH-16900,Lena Hernandez,2295.3320000000003,389
KN-16705,Kristina Nunn,2280.5800000000004,390
JF-15190,Jamie Frazer,2279.5860000000002,391
FH-14350,Fred Harton,2271.284,392
CC-12670,Craig Carreira,2269.7015000000006,393
BE-11410,Bobby Elias,2261.438,394
KM-16225,Kalyca Meade,2260.9579999999996,395
MC-17605,Matt Connell,2258.192,396
JH-16180,Justin Hirsh,2256.3940000000002,397
MY-17380,Maribeth Yedwab,2254.2849999999994,398
KD-16615,Ken Dana,2243.5099999999998,399
TS-21505,Tony Sayre,2243.274,400
JG-15310,Jason Gross,2240.5800000000004,401
LW-16825,Laurel Workman,2238.0609999999997,402
AR-10405,Allen Rosenblatt,2236.128,403
GG-14650,Greg Guthrie,2224.000000000001,404
NC-18415,Nathan Cano,2218.99,405
MC-18100,Mick Crebagga,2218.98,406
DP-13105,Dave Poirier,2215.002,407
PF-19225,Phillip Flathmann,2206.1279999999997,408
MH-17785,Maya Herman,2203.7780000000002,409
JL-15235,Janet Lee,2203.7,410
JR-16210,Justin Ritter,2201.6859999999997,411
EN-13780,Edward Nazzal,2199.366,412
TB-21280,Toby Braunhardt,2198.45,413
GW-14605,Giulietta Weimer,2189.0190000000007,414
BT-11395,Bill Tyler,2186.6130000000003,415
PS-18760,Pamela Stobb,2181.479,416
SH-20395,Shahid Hopkins,2180.718,417
KN-16450,Kean Nguyen,2171.962,418
DB-12910,Daniel Byrd,2171.599,419
RP-19855,Roy Phan,2170.716000000001,420
TS-21160,Theresa Swint,2163.6240000000003,421
HA-14905,Helen Abelman,2163.3,422
EJ-13720,Ed Jacobs,2162.174,423
NM-18520,Neoma Murray,2161.9790000000003,424
JD-15790,John Dryer,2152.3520000000003,425
CR-12580,Clay Rozendal,2148.852,426
DN-13690,Duane Noonan,2139.7900000000004,427
KC-16255,Karen Carlisle,2120.954,428
SH-20635,Stefanie Holloman,2096.392,429
LC-17050,Liz Carlisle,2095.064,430
RH-19600,Rob Haberlin,2085.7400000000002,431
TG-21640,Trudy Glocke,2074.661,432
ML-17755,Max Ludwig,2071.914,433
RB-19705,Roger Barcio,2067.45,434
TS-21430,Tom Stivers,2054.14,435
AF-10870,Art Ferguson,2052.9080000000004,436
CD-11920,Carlos Daly,2033.968,437
NF-18595,Nicole Fjeld,2031.472,438
DJ-13420,Denny Joy,2012.5200000000002,439
VB-21745,Victoria Brennan,2005.5959999999998,440
HP-14815,Harold Pawlan,1990.314,441
DB-13615,Doug Bickford,1989.05,442
PG-18895,Paul Gonzalez,1987.1640000000002,443
NB-18655,Nona Balk,1972.599,444
SW-20275,Scott Williamson,1966.65,445
LD-17005,Lisa DeCherney,1961.934,446
CB-12415,Christy Brittain,1949.2,447
TP-21565,Tracy Poddar,1936.6399999999996,448
JO-15280,Jas O'Carroll,1934.2720000000002,449
JF-15355,Jay Fein,1911.844,450
ME-17725,Max Engle,1908.4532,451
SV-20935,Susan Vittorini,1903.491,452
KD-16345,Katherine Ducich,1888.964,453
GD-14590,Giulietta Dortch,1888.0700000000002,454
SG-20470,Sheri Gordon,1884.7980000000002,455
LR-17035,Lisa Ryan,1879.3059999999998,456
SC-20440,Shaun Chance,1874.998,457
BG-11695,Brooke Gillingham,1874.172,458
SP-20650,Stephanie Phelps,1872.4360000000001,459
NG-18355,Nat Gilpin,1869.58,460
CD-12790,Cynthia Delaney,1860.732,461
SN-20560,Skye Norling,1860.418,462
PR-18880,Patrick Ryan,1840.1779999999997,463
AJ-10945,Ashley Jarboe,1839.2400000000002,464
PC-18745,Pamela Coakley,1832.064,465
EG-13900,Emily Grady,1832.02,466
PJ-19015,Pauline Johnson,1824.2340000000002,467
NC-18625,Noah Childs,1821.7420000000002,468
JM-15265,Janet Molinari,1804.1460000000002,469
JB-15400,Jennifer Braxton,1791.605,470
AA-10480,Andrew Allen,1790.512,471
CC-12100,Chad Cunningham,1770.945,472
DS-13030,Darrin Sayre,1762.2130000000002,473
MF-18250,Monica Federle,1758.3,474
AH-10030,Aaron Hawkins,1744.6999999999998,475
LH-17155,Logan Haushalter,1739.6889999999999,476
BW-11200,Ben Wallace,1738.4060000000002,477
VT-21700,Valerie Takahito,1736.596,478
AH-10120,Adrian Hane,1735.5140000000001,479
MV-18190,Mike Vittorini,1734.5739999999998,480
JM-15535,Jessica Myrick,1733.4430000000002,481
BE-11455,Brad Eason,1727.652,482
DB-13405,Denny Blanton,1711.692,483
JP-16135,Julie Prescott,1707.7099999999998,484
TZ-21580,Tracy Zic,1707.2860000000003,485
BP-11155,Becky Pak,1697.8609999999999,486
DK-12985,Darren Koutras,1687.04,487
MO-17800,Meg O'Connel,1687.027,488
RA-19945,Ryan Akin,1686.9225000000004,489
KE-16420,Katrina Edelman,1686.7312000000002,490
CA-12055,Cathy Armstrong,1679.724,491
CM-11815,Candace McMahon,1673.8880000000001,492
JP-15460,Jennifer Patt,1669.1350000000002,493
CM-12115,Chad McGuire,1661.6100000000001,494
CC-12475,Cindy Chapman,1659.438,495
EB-13975,Erica Bern,1643.255,496
AP-10720,Anne Pryor,1638.5539999999999,497
AZ-10750,Annie Zypern,1622.018,498
MS-17710,Maurice Satty,1613.402,499
TB-21250,Tim Brockman,1602.376,500
CR-12730,Craig Reiter,1600.55,501
AH-10195,Alan Haines,1587.452,502
BF-11215,Benjamin Farhat,1585.162,503
CK-12760,Cyma Kinney,1582.1090000000004,504
MC-18130,Mike Caudle,1581.9979999999998,505
JL-15175,James Lanier,1571.523,506
KB-16315,Karl Braun,1569.4640000000002,507
GB-14530,George Bell,1568.44,508
ON-18715,Odella Nelson,1567.52,509
MV-17485,Mark Van Huff,1560.05,510
MB-17305,Maria Bertelson,1548.7019999999998,511
BD-11620,Brian DeCherney,1538.1099999999997,512
CH-12070,Cathy Hwang,1537.2360000000003,513
BD-11725,Bruce Degenhardt,1526.5,514
BV-11245,Benjamin Venier,1523.2730000000001,515
KA-16525,Kelly Andreada,1519.506,516
AB-10600,Ann Blume,1515.862,517
JG-15805,John Grady,1507.0180000000003,518
DL-12865,Dan Lawera,1503.112,519
ZD-21925,Zuschuss Donatelli,1493.944,520
CM-12190,Charlotte Melton,1475.1440000000002,521
LE-16810,Laurel Elliston,1469.4500000000003,522
TB-21055,Ted Butterfield,1467.881,523
PN-18775,Parhena Norris,1467.152,524
RK-19300,Ralph Kennedy,1460.1920000000002,525
BN-11515,Bradley Nguyen,1459.344,526
DL-13315,Delfina Latchford,1458.2580000000003,527
PB-19150,Philip Brown,1456.9499999999998,528
AG-10525,Andy Gerbode,1455.0379999999998,529
RM-19375,Raymond Messe,1453.474,530
PK-18910,Paul Knutson,1441.152,531
TD-20995,Tamara Dahlen,1434.5480000000002,532
JW-16075,Julia West,1428.731,533
MB-18085,Mick Brown,1428.231,534
TT-21220,Thomas Thornton,1427.044,535
CA-12310,Christine Abelman,1421.954,536
RD-19720,Roger Demir,1419.7370000000003,537
NL-18310,Nancy Lomonaco,1418.0900000000001,538
JS-15595,Jill Stevenson,1417.654,539
PM-18940,Paul MacIntyre,1405.402,540
GA-14725,Guy Armstrong,1398.382,541
CR-12820,Cyra Reiten,1397.8724000000002,542
NG-18430,Nathan Gelder,1395.938,543
JE-15475,Jeremy Ellison,1388.682,544
TB-21595,Troy Blackwell,1387.559,545
FG-14260,Frank Gastineau,1383.1440000000002,546
DM-13525,Don Miller,1376.792,547
GH-14485,Gene Hale,1361.2440000000001,548
SB-20170,Sarah Bern,1348.02,549
LM-17065,Liz MacKendrick,1346.774,550
MG-17695,Maureen Gnade,1342.282,551
SJ-20215,Sarah Jordon,1341.036,552
BM-11785,Bryan Mills,1338.8419999999999,553
BF-11005,Barry Franz,1333.88,554
SS-20140,Saphhira Shifley,1324.028,555
DM-12955,Dario Medina,1322.034,556
MT-18070,Michelle Tran,1319.4497999999999,557
SJ-20500,Shirley Jackson,1318.7759999999998,558
MM-17260,Magdelene Morse,1314.0230000000001,559
SP-20545,Sibella Parks,1306.0859999999998,560
MC-17575,Matt Collins,1303.893,561
EK-13795,Eileen Kiefer,1303.478,562
Co-12640,Corey-Lock,1300.076,563
DO-13435,Denny Ordway,1300.0315000000003,564
HR-14770,Hallie Redmond,1299.2879999999998,565
GR-14560,Georgia Rosenberg,1284.38,566
CS-11845,Cari Sayre,1278.954,567
PS-18970,Paul Stevenson,1278.6390000000001,568
SV-20815,Stuart Van,1271.0900000000004,569
DO-13645,Doug O'Connell,1267.316,570
CL-11890,Carl Ludwig,1262.014,571
LW-17125,Liz Willingham,1259.04,572
ME-18010,Michelle Ellison,1256.944,573
GM-14500,Gene McClure,1255.6819999999998,574
SC-20680,Steve Carroll,1254.64,575
MH-17620,Matt Hagelstein,1252.8,576
ER-13855,Elpida Rittenbach,1245.788,577
TC-21475,Tony Chapman,1244.976,578
JW-15955,Joni Wasserman,1244.086,579
MG-17875,Michael Grace,1242.833,580
NP-18685,Nora Pelletier,1228.698,581
PJ-18835,Patrick Jones,1220.0900000000001,582
EH-14005,Erica Hernandez,1219.5299999999997,583
JL-15130,Jack Lebron,1214.9560000000001,584
CD-12280,Christina DeMoss,1205.584,585
MD-17860,Michael Dominguez,1204.9099999999999,586
DW-13585,Dorothy Wardle,1204.854,587
EB-14170,Evan Bailliet,1186.326,588
BP-11230,Benjamin Patterson,1181.4900000000002,589
DC-13285,Debra Catini,1174.618,590
AT-10435,Alyssa Tate,1171.8139999999999,591
JR-15670,Jim Radford,1156.658,592
DB-13660,Duane Benoit,1155.2019999999998,593
CG-12520,Claire Gute,1148.7800000000002,594
KC-16675,Kimberly Carter,1146.0500000000002,595
