customer_id,customer_name,order_id,order_date,sales,order_row_number
AC-10420,Alyssa Crouse,CA-2014-129924,7/12/2014,7.712,5
AC-10450,Amy Cox,CA-2017-141789,10/3/2017,1793.98,1
AC-10450,Amy Cox,CA-2017-158729,12/19/2017,1665.62,2
AC-10450,Amy Cox,CA-2016-163573,11/24/2016,1219.96,3
AC-10450,Amy Cox,US-2014-167262,10/31/2014,742.336,4
AC-10450,Amy Cox,CA-2015-164441,11/8/2015,52.272,5
AC-10450,Amy Cox,CA-2015-164441,11/8/2015,17.94,6
AC-10450,Amy Cox,CA-2016-116232,9/22/2016,16.56,7
AC-10450,Amy Cox,US-2015-106495,6/15/2015,11.672,8
AC-10450,Amy Cox,CA-2016-116232,9/22/2016,7.506,9
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,1282.41,1
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,254.526,2
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,238.0,3
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,197.97,4
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,167.97,5
AC-10615,Ann Chong,CA-2015-100734,9/15/2015,147.184,6
AC-10615,Ann Chong,CA-2017-136007,2/23/2017,71.96,7
AC-10615,Ann Chong,CA-2017-169411,12/24/2017,37.93,8
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,26.432,9
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,23.1,10
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,18.9,11
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,17.12,12
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,12.98,13
AC-10615,Ann Chong,CA-2017-101637,3/24/2017,12.768,14
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,11.54,15
AC-10615,Ann Chong,CA-2017-136007,2/23/2017,8.4,16
AC-10615,Ann Chong,CA-2017-157987,9/2/2017,4.92,17
AC-10615,Ann Chong,CA-2015-100734,9/15/2015,3.576,18
AC-10660,Anna Chung,CA-2016-161928,6/27/2016,201.584,1
AC-10660,Anna Chung,US-2014-122021,10/15/2014,183.372,2
AC-10660,Anna Chung,CA-2017-135650,3/23/2017,143.728,3
AC-10660,Anna Chung,CA-2016-134544,3/17/2016,84.784,4
AC-10660,Anna Chung,CA-2016-158617,9/22/2016,35.88,5
AC-10660,Anna Chung,US-2014-122021,10/15/2014,7.968,6
AD-10180,Alan Dominguez,CA-2017-127432,1/22/2017,2999.95,1
AD-10180,Alan Dominguez,CA-2017-127432,1/22/2017,1126.02,2
AD-10180,Alan Dominguez,CA-2017-143245,12/1/2017,897.15,3
AD-10180,Alan Dominguez,US-2014-152030,12/26/2014,600.558,4
AD-10180,Alan Dominguez,CA-2017-160416,11/13/2017,163.96,5
AD-10180,Alan Dominguez,US-2017-136784,4/30/2017,163.96,6
AD-10180,Alan Dominguez,CA-2017-127432,1/22/2017,51.45,7
AD-10180,Alan Dominguez,CA-2015-120439,6/14/2015,51.072,8
AD-10180,Alan Dominguez,CA-2017-143245,12/1/2017,19.44,9
AD-10180,Alan Dominguez,CA-2015-124268,7/4/2015,15.48,10
AD-10180,Alan Dominguez,CA-2017-127432,1/22/2017,11.96,11
AD-10180,Alan Dominguez,CA-2014-128062,11/19/2014,5.88,12
AF-10870,Art Ferguson,CA-2016-146934,5/22/2016,662.84,1
AF-10870,Art Ferguson,CA-2016-146934,5/22/2016,345.0,2
AF-10870,Art Ferguson,CA-2016-146934,5/22/2016,257.98,3
AF-10870,Art Ferguson,US-2017-139969,11/19/2017,233.058,4
AF-10870,Art Ferguson,CA-2016-146934,5/22/2016,174.286,5
AF-10870,Art Ferguson,CA-2016-146934,5/22/2016,95.1,6
AF-10870,Art Ferguson,CA-2017-125269,4/24/2017,72.784,7
AF-10870,Art Ferguson,CA-2016-126270,4/23/2016,71.97,8
AF-10870,Art Ferguson,CA-2017-167871,11/18/2017,44.384,9
AF-10870,Art Ferguson,CA-2016-146934,5/22/2016,26.88,10
AF-10870,Art Ferguson,CA-2016-139234,5/6/2016,26.176,11
AF-10870,Art Ferguson,CA-2016-126270,4/23/2016,18.088,12
AF-10870,Art Ferguson,CA-2017-125269,4/24/2017,10.43,13
AF-10870,Art Ferguson,CA-2015-168634,12/6/2015,7.78,14
AF-10870,Art Ferguson,CA-2016-139234,5/6/2016,3.208,15
AF-10870,Art Ferguson,CA-2017-167871,11/18/2017,2.944,16
AF-10885,Art Foster,CA-2014-114181,5/10/2014,349.965,1
AF-10885,Art Foster,CA-2015-114300,10/13/2015,287.94,2
AF-10885,Art Foster,CA-2015-114300,10/13/2015,83.72,3
AF-10885,Art Foster,CA-2014-103702,9/12/2014,63.924,4
AF-10885,Art Foster,CA-2016-115588,11/10/2016,38.976,5
AF-10885,Art Foster,CA-2014-114181,5/10/2014,22.32,6
AF-10885,Art Foster,CA-2016-115588,11/10/2016,14.72,7
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,1336.44,1
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,378.0,2
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,373.08,3
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,149.95,4
AG-10270,Alejandro Grove,CA-2014-103058,7/23/2014,99.98,5
AG-10270,Alejandro Grove,CA-2014-167164,5/13/2014,55.5,6
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,40.74,7
AG-10270,Alejandro Grove,CA-2015-153738,9/20/2015,37.68,8
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,29.97,9
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,17.64,10
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,17.61,11
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,16.9,12
AG-10270,Alejandro Grove,CA-2017-139416,3/27/2017,15.008,13
AG-10270,Alejandro Grove,CA-2016-105732,9/13/2016,14.4,14
AG-10300,Aleksandra Gannaway,CA-2014-147298,4/26/2014,230.28,1
AG-10300,Aleksandra Gannaway,CA-2016-143749,12/5/2016,81.94,2
AG-10300,Aleksandra Gannaway,CA-2015-166800,11/19/2015,31.08,3
AG-10300,Aleksandra Gannaway,CA-2014-147298,4/26/2014,18.288,4
AG-10300,Aleksandra Gannaway,CA-2017-161823,9/3/2017,5.96,5
AG-10330,Alex Grayson,CA-2017-142909,12/22/2017,182.55,1
AG-10330,Alex Grayson,CA-2016-104150,8/3/2016,167.28,2
AG-10330,Alex Grayson,CA-2017-107748,12/10/2017,95.84,3
AG-10330,Alex Grayson,CA-2016-104150,8/3/2016,81.54,4
AG-10330,Alex Grayson,CA-2017-104927,12/22/2017,75.88,5
AG-10330,Alex Grayson,CA-2017-104927,12/22/2017,25.92,6
AG-10330,Alex Grayson,CA-2017-107748,12/10/2017,12.96,7
AG-10330,Alex Grayson,CA-2017-108287,12/18/2017,12.672,8
AG-10330,Alex Grayson,CA-2017-104927,12/22/2017,6.33,9
AG-10390,Allen Goldenen,CA-2014-158470,4/19/2014,71.28,1
AG-10390,Allen Goldenen,CA-2014-158470,4/19/2014,58.05,2
AG-10390,Allen Goldenen,CA-2017-107244,9/7/2017,19.76,3
AG-10390,Allen Goldenen,CA-2016-109820,11/20/2016,15.696,4
AG-10390,Allen Goldenen,CA-2016-109820,11/20/2016,14.427,5
AG-10390,Allen Goldenen,CA-2014-125171,9/3/2014,14.4,6
AG-10390,Allen Goldenen,CA-2016-136483,12/1/2016,4.704,7
AG-10390,Allen Goldenen,CA-2016-109820,11/20/2016,2.628,8
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,516.96,1
AG-10495,Andrew Gjertsen,CA-2015-111948,11/11/2015,418.32,2
AG-10495,Andrew Gjertsen,CA-2015-118738,10/24/2015,347.361,3
AG-10495,Andrew Gjertsen,CA-2015-104241,1/4/2015,192.22,4
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,173.488,5
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,173.208,6
AG-10495,Andrew Gjertsen,CA-2015-111948,11/11/2015,123.858,7
AG-10495,Andrew Gjertsen,CA-2015-156146,10/26/2015,105.584,8
AG-10495,Andrew Gjertsen,CA-2015-156146,10/26/2015,68.72,9
AG-10495,Andrew Gjertsen,CA-2017-132976,10/13/2017,59.712,10
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,42.24,11
AG-10495,Andrew Gjertsen,CA-2017-132976,10/13/2017,24.84,12
AG-10495,Andrew Gjertsen,CA-2016-168921,10/20/2016,19.296,13
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,18.264,14
AG-10495,Andrew Gjertsen,CA-2017-132976,10/13/2017,18.176,15
AG-10495,Andrew Gjertsen,CA-2015-118738,10/24/2015,15.552,16
AG-10495,Andrew Gjertsen,CA-2017-132976,10/13/2017,11.648,17
AG-10495,Andrew Gjertsen,CA-2015-118738,10/24/2015,10.368,18
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,9.0,19
AG-10495,Andrew Gjertsen,CA-2015-162201,6/8/2015,4.448,20
AG-10495,Andrew Gjertsen,CA-2015-142692,10/23/2015,3.592,21
AG-10525,Andy Gerbode,CA-2014-158281,9/2/2014,559.71,1
AG-10525,Andy Gerbode,CA-2015-164084,9/7/2015,481.176,2
AG-10525,Andy Gerbode,CA-2014-167850,8/9/2014,178.384,3
AG-10525,Andy Gerbode,CA-2015-164084,9/7/2015,90.0,4
AG-10525,Andy Gerbode,CA-2015-164084,9/7/2015,70.26,5
AG-10525,Andy Gerbode,CA-2015-169572,9/6/2015,46.62,6
AG-10525,Andy Gerbode,CA-2014-167850,8/9/2014,15.552,7
AG-10525,Andy Gerbode,CA-2015-164084,9/7/2015,7.24,8
AG-10525,Andy Gerbode,CA-2015-164084,9/7/2015,6.096,9
AG-10675,Anna Gayman,CA-2016-108987,9/8/2016,2396.2656,1
AG-10675,Anna Gayman,CA-2016-133368,1/14/2016,315.776,2
AG-10675,Anna Gayman,CA-2015-137512,5/7/2015,244.006,3
AG-10675,Anna Gayman,CA-2016-108987,9/8/2016,131.136,4
AG-10675,Anna Gayman,CA-2016-133368,1/14/2016,89.568,5
AG-10675,Anna Gayman,CA-2016-108987,9/8/2016,57.584,6
AG-10675,Anna Gayman,US-2017-146822,6/9/2017,49.12,7
AG-10675,Anna Gayman,CA-2017-163335,9/24/2017,40.29,8
AG-10675,Anna Gayman,CA-2017-163335,9/24/2017,38.71,9
AG-10675,Anna Gayman,CA-2016-108987,9/8/2016,35.952,10
AG-10675,Anna Gayman,CA-2017-101483,7/29/2017,34.848,11
AG-10675,Anna Gayman,CA-2017-101483,7/29/2017,22.0,12
AG-10675,Anna Gayman,CA-2015-137512,5/7/2015,15.936,13
AG-10675,Anna Gayman,US-2017-104094,9/7/2017,13.48,14
AG-10675,Anna Gayman,CA-2017-101483,7/29/2017,4.368,15
AG-10765,Anthony Garverick,CA-2015-110947,6/9/2015,113.1,1
AG-10765,Anthony Garverick,CA-2017-126123,10/14/2017,27.396,2
AG-10765,Anthony Garverick,CA-2017-126123,10/14/2017,13.456,3
AG-10765,Anthony Garverick,CA-2015-113222,11/9/2015,10.74,4
AG-10765,Anthony Garverick,US-2014-158638,9/17/2014,5.892,5
AG-10900,Arthur Gainer,US-2014-119137,7/23/2014,1023.936,1
AG-10900,Arthur Gainer,CA-2016-160108,12/8/2016,680.01,2
AG-10900,Arthur Gainer,US-2014-119137,7/23/2014,479.04,3
AG-10900,Arthur Gainer,CA-2015-130785,9/5/2015,411.332,4
AG-10900,Arthur Gainer,CA-2016-160108,12/8/2016,405.86,5
AG-10900,Arthur Gainer,CA-2017-110198,5/1/2017,314.352,6
AG-10900,Arthur Gainer,CA-2015-130785,9/5/2015,293.199,7
AG-10900,Arthur Gainer,CA-2017-116939,9/25/2017,177.55,8
AG-10900,Arthur Gainer,CA-2016-158435,5/17/2016,173.24,9
AG-10900,Arthur Gainer,CA-2015-136728,9/13/2015,170.072,10
AG-10900,Arthur Gainer,CA-2017-161557,9/3/2017,108.4,11
AG-10900,Arthur Gainer,CA-2015-148376,12/27/2015,106.96,12
AG-10900,Arthur Gainer,CA-2016-158435,5/17/2016,65.17,13
AG-10900,Arthur Gainer,CA-2015-130785,9/5/2015,28.752,14
AG-10900,Arthur Gainer,CA-2015-148376,12/27/2015,21.56,15
AG-10900,Arthur Gainer,CA-2016-158435,5/17/2016,14.62,16
AG-10900,Arthur Gainer,US-2014-119137,7/23/2014,9.24,17
AG-10900,Arthur Gainer,US-2014-119137,7/23/2014,8.16,18
AG-10900,Arthur Gainer,CA-2015-136728,9/13/2015,7.824,19
AG-10900,Arthur Gainer,CA-2015-115399,12/19/2015,6.912,20
AG-10900,Arthur Gainer,CA-2017-110198,5/1/2017,4.608,21
AH-10030,Aaron Hawkins,CA-2015-130113,12/27/2015,668.16,1
AH-10030,Aaron Hawkins,CA-2015-130113,12/27/2015,323.1,2
AH-10030,Aaron Hawkins,CA-2014-113768,5/13/2014,279.456,3
AH-10030,Aaron Hawkins,CA-2014-122070,4/22/2014,247.84,4
AH-10030,Aaron Hawkins,CA-2016-162747,3/20/2016,86.45,5
AH-10030,Aaron Hawkins,US-2014-158400,10/25/2014,49.408,6
AH-10030,Aaron Hawkins,CA-2014-157644,12/31/2014,34.77,7
AH-10030,Aaron Hawkins,CA-2014-157644,12/31/2014,18.9,8
AH-10030,Aaron Hawkins,CA-2017-164000,12/18/2017,18.704,9
AH-10030,Aaron Hawkins,CA-2014-122070,4/22/2014,9.912,10
AH-10030,Aaron Hawkins,CA-2014-113768,5/13/2014,8.0,11
AH-10075,Adam Hart,CA-2016-149797,9/15/2016,841.568,1
AH-10075,Adam Hart,CA-2017-125451,10/23/2017,637.896,2
AH-10075,Adam Hart,CA-2017-145702,5/19/2017,314.352,3
AH-10075,Adam Hart,CA-2017-125451,10/23/2017,240.744,4
AH-10075,Adam Hart,CA-2016-144015,6/26/2016,231.72,5
AH-10075,Adam Hart,CA-2017-125451,10/23/2017,210.68,6
AH-10075,Adam Hart,CA-2017-118857,4/15/2017,196.45,7
AH-10075,Adam Hart,CA-2017-112004,9/25/2017,190.896,8
AH-10075,Adam Hart,CA-2016-147109,12/17/2016,165.6,9
AH-10075,Adam Hart,CA-2016-147109,12/17/2016,51.84,10
AH-10075,Adam Hart,CA-2017-125451,10/23/2017,43.44,11
AH-10075,Adam Hart,CA-2017-125451,10/23/2017,35.0,12
AH-10075,Adam Hart,CA-2017-145702,5/19/2017,27.888,13
AH-10075,Adam Hart,CA-2016-144015,6/26/2016,17.9,14
AH-10075,Adam Hart,CA-2017-165029,11/26/2017,12.84,15
AH-10075,Adam Hart,CA-2016-144015,6/26/2016,12.48,16
AH-10075,Adam Hart,CA-2017-112004,9/25/2017,8.595,17
AH-10075,Adam Hart,CA-2014-160066,11/16/2014,5.22,18
AH-10075,Adam Hart,CA-2015-161795,12/21/2015,3.008,19
AH-10075,Adam Hart,CA-2017-125451,10/23/2017,2.22,20
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,377.45,1
AH-10120,Adrian Hane,CA-2014-123295,7/18/2014,259.136,2
AH-10120,Adrian Hane,CA-2017-150987,4/8/2017,244.55,3
AH-10120,Adrian Hane,CA-2017-150987,4/8/2017,195.76,4
AH-10120,Adrian Hane,CA-2017-107958,7/2/2017,163.96,5
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,112.776,6
AH-10120,Adrian Hane,CA-2017-151211,8/17/2017,102.93,7
AH-10120,Adrian Hane,CA-2017-151211,8/17/2017,98.16,8
AH-10120,Adrian Hane,CA-2016-135594,6/30/2016,50.12,9
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,45.24,10
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,28.68,11
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,18.688,12
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,15.936,13
AH-10120,Adrian Hane,CA-2016-145261,12/18/2016,11.648,14
AH-10120,Adrian Hane,CA-2017-131632,10/31/2017,5.248,15
AH-10120,Adrian Hane,CA-2017-107958,7/2/2017,5.232,16
AH-10195,Alan Haines,CA-2016-112697,12/18/2016,961.48,1
AH-10195,Alan Haines,CA-2016-112697,12/18/2016,254.058,2
AH-10195,Alan Haines,CA-2016-112697,12/18/2016,194.528,3
AH-10195,Alan Haines,CA-2015-125185,3/5/2015,99.372,4
AH-10195,Alan Haines,CA-2015-125185,3/5/2015,33.568,5
AH-10195,Alan Haines,CA-2017-123043,8/24/2017,24.672,6
AH-10195,Alan Haines,CA-2017-154732,11/5/2017,16.03,7
AH-10195,Alan Haines,CA-2017-123043,8/24/2017,3.744,8
